id,product_name,category,region,date,quantity_sold,unit_price,total_revenue,supplier,customer_type,season,weather_condition,demand_score
211,Milk Fresh,Dairy,Central Delhi,2024-09-02,249.4,30.76,7671.54,NatureHarvest,Retail,Autumn,Rainy,9.8
212,Cheese Mozzarella,Dairy,Greater Noida,2024-10-29,129.0,53.6,6914.4,GreenFields,Institution,Winter,Foggy,7.1
213,Potatoes Sweet,Vegetables,North Delhi,2024-05-29,166.8,31.22,5207.5,DairyBest,Restaurant,Winter,Stormy,5.3
214,Plums,Fruits,Greater Noida,2024-10-30,151.7,61.044,7716.98,FarmFresh,Export,Winter,Windy,5.8
215,Corn Yellow,Grains,Faridabad,2023-05-04,1365.0,49.28,67267.2,FreshFruits,Wholesale,Winter,Foggy,8.1
216,Eggs,Dairy,Greater Noida,2024-12-13,374.2,34.379999999999995,10720.83,GreenFields,Export,Monsoon,Foggy,6.9
217,Oats,Grains,Greater Noida,2025-07-15,1095.0,47.26,51749.7,NatureHarvest,Wholesale,Monsoon,Stormy,8.3
218,Yogurt Plain,Dairy,Gurgaon,2024-06-29,481.9,64.24,30957.26,GreenFields,Institution,Summer,Foggy,8.9
219,Plums,Fruits,North Delhi,2024-01-15,259.7,58.15,15101.55,AgriCorp Ltd,Wholesale,Summer,Foggy,8.2
220,Soybeans,Grains,Central Delhi,2025-06-07,1080.8,52.008,46841.87,PremiumAgri,Export,Summer,Stormy,8.4
221,Mangoes,Fruits,Greater Noida,2024-11-03,381.7,61.13,23333.32,FreshFruits,Institution,Summer,Sunny,5.9
222,Cauliflower,Vegetables,Greater Noida,2023-10-22,305.7,22.58,6902.71,SmartFarms,Restaurant,Winter,Foggy,7.5
223,Apples Red,Fruits,Faridabad,2024-08-20,199.6,58.12799999999999,9668.62,DairyBest,Export,Spring,Sunny,9.4
224,Milk Fresh,Dairy,North Delhi,2023-06-27,385.4,141.91,54692.11,OrganicValley,Restaurant,Summer,Sunny,7.2
225,Carrots Baby,Vegetables,Greater Noida,2023-12-14,446.1,30.65,13672.97,GreenFields,Restaurant,Monsoon,Windy,7.8
226,Oats,Grains,Greater Noida,2023-02-13,685.6,33.92,23255.55,FreshFruits,Wholesale,Monsoon,Cloudy,5.1
227,Rice Premium,Grains,East Delhi,2024-10-23,1724.2,31.9,55001.98,PremiumAgri,Wholesale,Winter,Cloudy,7.5
228,Peppers Bell,Vegetables,South Delhi,2023-12-08,425.0,19.18,8151.5,AgriCorp Ltd,Restaurant,Monsoon,Sunny,9.2
229,Yogurt Strawberry,Dairy,South Delhi,2024-01-20,450.8,40.68,18338.54,AgriCorp Ltd,Institution,Summer,Cloudy,6.7
230,Quinoa,Grains,Greater Noida,2024-09-23,894.0,60.14399999999999,44807.28,AgriCorp Ltd,Export,Autumn,Foggy,5.0
231,Onions Red,Vegetables,East Delhi,2024-04-29,528.3,22.73,12008.26,SmartFarms,Retail,Autumn,Cloudy,8.2
232,Yogurt Greek,Dairy,Faridabad,2025-02-19,136.4,64.59,8810.08,NatureHarvest,Wholesale,Monsoon,Cloudy,6.6
233,Zucchini,Vegetables,Faridabad,2025-06-03,204.9,16.98,3479.2,FarmFresh,Restaurant,Summer,Stormy,9.8
234,Eggplant,Vegetables,Noida,2024-01-04,357.4,36.52,13052.25,GreenFields,Wholesale,Summer,Stormy,9.3
235,Cheese Feta,Dairy,Ghaziabad,2025-09-03,172.8,125.81,21739.97,FreshFruits,Institution,Autumn,Windy,7.3
236,Cheese Cheddar,Dairy,East Delhi,2025-01-19,191.5,100.53,19251.49,NatureHarvest,Retail,Summer,Rainy,7.6
237,Peppers Bell,Vegetables,Greater Noida,2023-11-14,329.3,31.92,10511.26,PremiumAgri,Restaurant,Summer,Windy,9.6
238,Grapes Red,Fruits,East Delhi,2024-07-04,377.7,72.7,27458.79,SmartFarms,Retail,Monsoon,Rainy,6.2
239,Peaches,Fruits,North Delhi,2023-07-14,70.3,95.65,6724.19,GreenFields,Wholesale,Monsoon,Stormy,5.3
240,Potatoes Sweet,Vegetables,Gurgaon,2025-01-29,631.0,36.07,22760.17,GreenFields,Retail,Summer,Sunny,6.8
241,Yogurt Greek,Dairy,Central Delhi,2023-07-19,122.9,140.57,17276.05,DairyBest,Restaurant,Monsoon,Cloudy,8.7
242,Mangoes,Fruits,East Delhi,2025-06-14,319.4,54.227999999999994,14433.69,PremiumAgri,Export,Summer,Windy,9.0
243,Yogurt Greek,Dairy,North Delhi,2024-01-21,373.1,31.44,11730.26,UrbanFarms,Restaurant,Summer,Rainy,8.2
244,Eggplant,Vegetables,West Delhi,2024-08-18,114.5,29.91,3424.7,DairyBest,Wholesale,Spring,Stormy,9.6
245,Peaches,Fruits,East Delhi,2024-12-09,179.4,66.52,11933.69,FarmFresh,Institution,Monsoon,Foggy,7.8
246,Cream,Dairy,Ghaziabad,2023-03-21,69.9,32.78,2291.32,AgriCorp Ltd,Institution,Spring,Sunny,5.4
247,Wheat Organic,Grains,Central Delhi,2023-10-26,1773.4,45.22,80193.15,SmartFarms,Retail,Winter,Foggy,6.0
248,Cheese Cheddar,Dairy,East Delhi,2025-01-22,210.4,70.97,14932.09,NatureHarvest,Institution,Summer,Sunny,5.2
249,Eggs Organic,Dairy,Greater Noida,2025-01-26,66.7,28.58,1906.29,PremiumAgri,Restaurant,Summer,Foggy,8.8
250,Cheese Cheddar,Dairy,Central Delhi,2024-03-19,231.1,30.69,7092.46,SmartFarms,Wholesale,Spring,Windy,8.1
251,Raspberries,Fruits,West Delhi,2025-08-22,370.7,54.46,20188.32,UrbanFarms,Wholesale,Spring,Sunny,8.6
252,Eggplant,Vegetables,Gurgaon,2024-10-25,328.7,23.184,6350.48,FarmFresh,Export,Winter,Sunny,9.9
253,Onions Red,Vegetables,Ghaziabad,2024-11-14,430.5,27.0,11623.5,AgriCorp Ltd,Retail,Summer,Stormy,5.9
254,Wheat Organic,Grains,Ghaziabad,2023-11-02,1035.0,56.7,58684.5,PremiumAgri,Institution,Summer,Sunny,7.5
255,Yogurt Strawberry,Dairy,South Delhi,2025-10-01,404.1,143.91,58154.03,PremiumAgri,Restaurant,Winter,Windy,6.8
256,Corn White,Grains,Gurgaon,2025-04-15,746.8,37.63,28102.08,PremiumAgri,Retail,Autumn,Rainy,8.7
257,Oats,Grains,South Delhi,2023-10-04,1115.8,53.11,59260.14,GreenFields,Restaurant,Winter,Stormy,8.5
258,Carrots,Vegetables,Ghaziabad,2024-09-02,117.5,37.74,4434.45,NatureHarvest,Retail,Autumn,Windy,8.9
259,Quinoa,Grains,North Delhi,2023-01-03,1330.8,62.184,68962.06,FarmFresh,Export,Summer,Foggy,9.0
260,Barley,Grains,West Delhi,2025-10-15,1693.8,57.87,98020.21,PremiumAgri,Institution,Winter,Rainy,5.2
261,Apples Green,Fruits,Gurgaon,2024-02-24,326.2,118.19999999999999,32130.7,GreenFields,Export,Monsoon,Windy,6.0
262,Peaches,Fruits,East Delhi,2024-12-08,221.3,68.22,15097.09,SmartFarms,Institution,Monsoon,Rainy,5.5
263,Cabbage,Vegetables,Gurgaon,2025-08-04,235.5,32.67,7693.79,AgriCorp Ltd,Wholesale,Spring,Stormy,6.9
264,Wheat Durum,Grains,Gurgaon,2023-05-20,858.0,37.9,32518.2,SmartFarms,Wholesale,Winter,Windy,6.7
265,Grapes Green,Fruits,Greater Noida,2023-09-27,137.6,93.09,12809.18,OrganicValley,Restaurant,Autumn,Rainy,7.7
266,Cauliflower,Vegetables,Faridabad,2025-07-31,244.1,30.636,6231.87,AgriCorp Ltd,Export,Monsoon,Cloudy,9.8
267,Apples Red,Fruits,Faridabad,2025-09-17,98.0,70.956,5794.74,SmartFarms,Export,Autumn,Rainy,7.3
268,Rice Premium,Grains,Gurgaon,2023-11-19,766.9,44.86,34403.13,AgriCorp Ltd,Institution,Summer,Rainy,8.5
269,Rice Premium,Grains,East Delhi,2025-09-26,949.6,42.03,39911.69,UrbanFarms,Restaurant,Autumn,Stormy,6.2
270,Zucchini,Vegetables,Ghaziabad,2024-10-27,115.1,15.02,1728.8,DairyBest,Institution,Winter,Sunny,5.3
271,Wheat Durum,Grains,East Delhi,2024-11-19,1631.6,64.812,88122.72,PremiumAgri,Export,Summer,Foggy,9.5
272,Cauliflower,Vegetables,East Delhi,2023-10-08,187.3,41.04,6405.66,OrganicValley,Export,Winter,Rainy,6.6
273,Tomatoes Fresh,Vegetables,East Delhi,2025-11-07,171.5,42.288000000000004,6043.66,OrganicValley,Export,Summer,Rainy,7.9
274,Wheat Durum,Grains,Central Delhi,2024-07-01,1778.3,32.29,57421.31,FreshFruits,Institution,Monsoon,Foggy,5.7
275,Milk Fresh,Dairy,Ghaziabad,2025-06-03,162.3,115.54,18752.14,FarmFresh,Institution,Summer,Windy,9.8
276,Apples Green,Fruits,Faridabad,2023-04-15,304.4,52.6,16011.44,AgriCorp Ltd,Retail,Autumn,Rainy,7.8
277,Eggplant,Vegetables,North Delhi,2023-05-14,319.3,24.0,7663.2,NatureHarvest,Institution,Winter,Foggy,7.9
278,Pears,Fruits,Central Delhi,2023-04-22,210.8,86.16,15135.44,SmartFarms,Export,Autumn,Rainy,7.9
279,Pears,Fruits,Ghaziabad,2025-02-16,272.0,67.67,18406.24,GreenFields,Retail,Monsoon,Rainy,7.0
280,Grapes Green,Fruits,West Delhi,2023-07-02,183.4,91.176,13934.73,DairyBest,Export,Monsoon,Foggy,7.4
281,Zucchini,Vegetables,Central Delhi,2025-06-25,167.0,20.62,3443.54,FreshFruits,Institution,Summer,Sunny,6.1
282,Oats,Grains,Ghaziabad,2025-06-26,520.6,58.83,30626.9,UrbanFarms,Institution,Summer,Sunny,9.3
283,Cheese Feta,Dairy,East Delhi,2025-03-01,284.3,84.69,24077.37,SmartFarms,Wholesale,Spring,Foggy,9.3
284,Cabbage,Vegetables,South Delhi,2023-09-25,309.7,25.13,7782.76,GreenFields,Institution,Autumn,Foggy,9.9
285,Spinach,Vegetables,Gurgaon,2023-04-22,138.2,33.56,4637.99,GreenFields,Institution,Autumn,Sunny,8.2
286,Barley,Grains,Ghaziabad,2023-10-24,1472.8,36.85,54272.68,SmartFarms,Restaurant,Winter,Stormy,8.7
287,Tomatoes Fresh,Vegetables,Central Delhi,2023-11-09,172.6,17.77,3067.1,FarmFresh,Retail,Summer,Rainy,7.1
288,Wheat Durum,Grains,West Delhi,2024-05-18,1606.8,34.93,56125.52,DairyBest,Restaurant,Winter,Sunny,7.8
289,Pears,Fruits,Faridabad,2025-05-11,144.6,60.57599999999999,7299.41,OrganicValley,Export,Winter,Foggy,6.8
290,Eggplant,Vegetables,Ghaziabad,2023-03-26,174.4,16.72,2915.97,FarmFresh,Wholesale,Spring,Cloudy,5.2
291,Bananas,Fruits,Faridabad,2024-02-28,135.2,61.93,8372.94,AgriCorp Ltd,Wholesale,Monsoon,Sunny,5.3
292,Cabbage,Vegetables,Noida,2024-05-18,379.8,25.9,9836.82,OrganicValley,Retail,Winter,Rainy,10.0
293,Cream,Dairy,North Delhi,2024-06-29,102.9,64.59,6646.31,FarmFresh,Restaurant,Summer,Cloudy,8.1
294,Yogurt Strawberry,Dairy,Central Delhi,2025-10-31,103.2,145.68,15034.18,OrganicValley,Institution,Winter,Rainy,6.0
295,Oranges,Fruits,Faridabad,2025-01-04,510.4,50.13,25586.35,DairyBest,Institution,Summer,Rainy,6.6
296,Oranges,Fruits,West Delhi,2023-11-16,195.6,65.74,12858.74,FreshFruits,Institution,Summer,Stormy,6.1
297,Tomatoes Fresh,Vegetables,Gurgaon,2023-08-26,244.9,38.31,9382.12,FreshFruits,Institution,Spring,Windy,7.4
298,Oranges,Fruits,North Delhi,2025-10-26,141.2,59.47,8397.16,UrbanFarms,Wholesale,Winter,Windy,8.6
299,Apples Green,Fruits,South Delhi,2023-03-20,71.3,56.37,4019.18,FarmFresh,Wholesale,Spring,Sunny,8.0
300,Rice Premium,Grains,North Delhi,2025-05-10,2215.4,57.3,126942.42,NatureHarvest,Institution,Winter,Foggy,6.0
301,Onions Red,Vegetables,Faridabad,2025-08-12,342.3,24.0,8215.2,AgriCorp Ltd,Institution,Spring,Windy,6.2
302,Oranges Navel,Fruits,East Delhi,2024-05-15,83.6,63.14399999999999,4399.03,SmartFarms,Export,Winter,Cloudy,8.2
303,Raspberries,Fruits,West Delhi,2025-11-29,500.9,54.02,27058.62,UrbanFarms,Retail,Summer,Sunny,5.1
304,Pineapple,Fruits,Noida,2025-05-24,122.8,79.764,8162.52,GreenFields,Export,Winter,Foggy,5.9
305,Pineapple,Fruits,South Delhi,2024-01-12,381.8,49.28,18815.1,PremiumAgri,Retail,Summer,Windy,5.7
306,Soybeans,Grains,Gurgaon,2023-04-26,812.1,36.02,29251.84,NatureHarvest,Institution,Autumn,Rainy,9.6
307,Pineapple,Fruits,Gurgaon,2025-11-01,317.6,68.6,21787.36,DairyBest,Institution,Summer,Cloudy,5.6
308,Plums,Fruits,North Delhi,2023-07-27,171.5,70.13,12027.3,FreshFruits,Institution,Monsoon,Foggy,8.6
309,Broccoli,Vegetables,West Delhi,2023-04-17,484.8,28.93,14025.26,PremiumAgri,Institution,Autumn,Foggy,8.0
310,Wheat Durum,Grains,North Delhi,2024-08-11,1975.8,47.388,78024.34,PremiumAgri,Export,Spring,Cloudy,9.3
311,Grapes Red,Fruits,Ghaziabad,2024-04-23,346.5,46.44,16091.46,OrganicValley,Retail,Autumn,Windy,8.9
312,Oranges Navel,Fruits,Gurgaon,2023-08-09,306.4,63.77,19539.13,NatureHarvest,Institution,Spring,Stormy,6.2
313,Potatoes Sweet,Vegetables,Greater Noida,2025-05-13,112.7,34.88,3930.98,NatureHarvest,Wholesale,Winter,Rainy,8.9
314,Tomatoes Fresh,Vegetables,North Delhi,2025-07-08,597.8,18.31,10945.72,SmartFarms,Retail,Monsoon,Windy,7.7
315,Cheese Cheddar,Dairy,South Delhi,2024-03-15,146.8,133.43,19587.52,AgriCorp Ltd,Institution,Spring,Windy,9.2
316,Wheat Organic,Grains,Ghaziabad,2024-07-12,1282.8,66.0,70554.0,SmartFarms,Export,Monsoon,Stormy,6.7
317,Strawberries,Fruits,Faridabad,2025-10-27,65.0,104.472,5658.9,PremiumAgri,Export,Winter,Rainy,6.0
318,Eggs Organic,Dairy,Noida,2024-12-20,290.8,70.104,16988.54,GreenFields,Export,Monsoon,Sunny,7.5
319,Yogurt Greek,Dairy,Greater Noida,2025-03-27,249.2,138.32,34469.34,SmartFarms,Wholesale,Spring,Rainy,8.1
320,Milk Fresh,Dairy,Faridabad,2023-08-02,421.8,39.98,16863.56,UrbanFarms,Institution,Spring,Stormy,6.9
321,Cheese Cheddar,Dairy,West Delhi,2023-07-19,339.0,137.856,38944.32,FreshFruits,Export,Monsoon,Sunny,6.4
322,Rice Basmati,Grains,South Delhi,2025-06-17,747.3,32.35,24175.15,PremiumAgri,Wholesale,Summer,Cloudy,6.5
323,Cabbage,Vegetables,Noida,2024-08-18,375.2,45.42,14201.32,NatureHarvest,Export,Spring,Windy,9.0
324,Potatoes,Vegetables,Ghaziabad,2023-06-14,731.3,26.64,19481.83,GreenFields,Retail,Summer,Windy,9.8
325,Cauliflower,Vegetables,North Delhi,2023-01-11,591.1,20.028000000000002,9865.46,UrbanFarms,Export,Summer,Sunny,7.5
326,Bananas,Fruits,East Delhi,2025-12-01,238.9,61.72,14744.91,UrbanFarms,Retail,Monsoon,Cloudy,9.8
327,Eggs Organic,Dairy,South Delhi,2023-02-25,132.5,149.16,16469.75,SmartFarms,Export,Monsoon,Stormy,6.3
328,Mangoes,Fruits,North Delhi,2023-01-02,286.6,63.09,18081.59,FreshFruits,Wholesale,Summer,Sunny,7.7
329,Oats,Grains,West Delhi,2025-12-08,695.1,32.26,22423.93,NatureHarvest,Wholesale,Monsoon,Rainy,7.9
330,Rice Premium,Grains,West Delhi,2025-06-23,1845.4,34.45,63574.03,AgriCorp Ltd,Wholesale,Summer,Stormy,6.1
331,Barley,Grains,Faridabad,2024-11-10,1019.2,46.55,47443.76,AgriCorp Ltd,Retail,Summer,Cloudy,5.3
332,Rice Premium,Grains,Central Delhi,2023-08-08,596.7,46.08,27495.94,FarmFresh,Restaurant,Spring,Windy,9.6
333,Cheese Mozzarella,Dairy,West Delhi,2024-01-22,71.5,93.36,6675.24,FarmFresh,Restaurant,Summer,Rainy,8.9
334,Blueberries,Fruits,Faridabad,2023-01-28,124.6,86.34,10757.96,SmartFarms,Institution,Summer,Stormy,6.9
335,Wheat Durum,Grains,Ghaziabad,2023-06-04,1004.6,45.52,45729.39,PremiumAgri,Restaurant,Summer,Cloudy,7.4
336,Grapes Red,Fruits,East Delhi,2025-06-25,390.5,105.78,34422.58,DairyBest,Export,Summer,Sunny,5.4
337,Spinach,Vegetables,Faridabad,2025-03-12,226.0,25.56,5776.56,DairyBest,Wholesale,Spring,Cloudy,7.6
338,Bananas,Fruits,East Delhi,2025-09-28,202.0,59.89,12097.78,UrbanFarms,Retail,Autumn,Foggy,8.8
339,Blueberries,Fruits,Greater Noida,2024-03-21,397.5,41.68,16567.8,GreenFields,Institution,Spring,Foggy,9.0
340,Eggs Organic,Dairy,South Delhi,2025-11-02,423.0,95.42399999999999,33636.96,OrganicValley,Export,Summer,Stormy,5.3
341,Cucumbers,Vegetables,North Delhi,2024-02-22,364.5,38.95,14197.28,FreshFruits,Retail,Monsoon,Sunny,8.4
342,Spinach,Vegetables,Central Delhi,2025-03-12,406.7,18.02,7328.73,PremiumAgri,Retail,Spring,Windy,6.8
343,Broccoli,Vegetables,West Delhi,2024-06-12,480.3,26.34,12651.1,PremiumAgri,Wholesale,Summer,Windy,8.2
344,Corn Yellow,Grains,West Delhi,2024-04-30,736.8,49.44,36427.39,NatureHarvest,Wholesale,Autumn,Rainy,9.0
345,Lettuce,Vegetables,South Delhi,2023-03-16,586.7,29.29,17184.44,UrbanFarms,Wholesale,Spring,Cloudy,7.4
346,Eggs,Dairy,Ghaziabad,2025-04-13,431.1,104.32799999999999,37479.83,NatureHarvest,Export,Autumn,Sunny,6.6
347,Lettuce,Vegetables,Noida,2025-08-14,489.3,32.66,15980.54,FreshFruits,Institution,Spring,Windy,7.5
348,Cheese Feta,Dairy,Greater Noida,2024-06-20,157.5,121.78,19180.35,FarmFresh,Wholesale,Summer,Cloudy,5.8
349,Blueberries,Fruits,Noida,2024-07-03,108.2,94.37,10210.83,AgriCorp Ltd,Institution,Monsoon,Foggy,5.7
350,Peppers Bell,Vegetables,Faridabad,2023-12-07,184.3,39.23,7230.09,NatureHarvest,Restaurant,Monsoon,Sunny,9.7
351,Peppers Bell,Vegetables,East Delhi,2024-09-30,312.6,21.87,6836.56,PremiumAgri,Retail,Autumn,Rainy,6.0
352,Eggs,Dairy,East Delhi,2024-01-30,497.7,86.47,43036.12,NatureHarvest,Restaurant,Summer,Stormy,8.3
353,Peaches,Fruits,Gurgaon,2025-03-07,122.6,46.69,5724.19,DairyBest,Retail,Spring,Sunny,7.9
354,Cheese Cheddar,Dairy,Central Delhi,2025-04-18,125.8,27.96,3517.37,DairyBest,Wholesale,Autumn,Sunny,7.2
355,Rice Basmati,Grains,East Delhi,2025-02-14,1555.7,51.02,79371.81,OrganicValley,Retail,Monsoon,Windy,5.5
356,Yogurt Plain,Dairy,Noida,2025-12-15,137.1,113.26,15527.95,OrganicValley,Restaurant,Monsoon,Windy,9.6
357,Raspberries,Fruits,Gurgaon,2025-11-21,268.2,86.44800000000001,19321.13,FarmFresh,Export,Summer,Foggy,7.2
358,Potatoes,Vegetables,South Delhi,2024-08-12,345.4,37.6,12987.04,FreshFruits,Retail,Spring,Sunny,8.6
359,Rice Premium,Grains,North Delhi,2023-09-11,1443.0,71.208,85627.62,AgriCorp Ltd,Export,Autumn,Windy,9.3
360,Lettuce,Vegetables,Ghaziabad,2024-11-16,764.6,30.84,23580.26,SmartFarms,Restaurant,Summer,Windy,5.2
361,Zucchini,Vegetables,North Delhi,2023-10-02,343.1,33.7,11562.47,FreshFruits,Wholesale,Winter,Foggy,7.1
362,Wheat Organic,Grains,Ghaziabad,2025-04-27,1266.4,35.04,44374.66,FreshFruits,Restaurant,Autumn,Rainy,8.8
363,Barley,Grains,Central Delhi,2023-05-29,600.7,69.816,34948.73,PremiumAgri,Export,Winter,Foggy,7.9
364,Oats,Grains,Central Delhi,2024-09-05,743.6,38.36,28524.5,AgriCorp Ltd,Wholesale,Autumn,Rainy,6.8
365,Apples Red,Fruits,East Delhi,2024-01-02,203.3,52.64,10701.71,UrbanFarms,Institution,Summer,Windy,8.7
366,Blueberries,Fruits,East Delhi,2023-03-13,246.2,96.25,23696.75,PremiumAgri,Retail,Spring,Cloudy,6.4
367,Yogurt Strawberry,Dairy,North Delhi,2025-11-29,443.3,80.15,35530.5,FreshFruits,Institution,Summer,Cloudy,6.9
368,Yogurt Plain,Dairy,North Delhi,2025-09-25,214.5,141.61,30375.35,AgriCorp Ltd,Retail,Autumn,Windy,9.3
369,Oranges,Fruits,Gurgaon,2023-01-23,290.7,47.04,13674.53,AgriCorp Ltd,Wholesale,Summer,Rainy,8.4
370,Yogurt Plain,Dairy,West Delhi,2023-08-03,292.1,83.85,24492.58,SmartFarms,Institution,Spring,Sunny,6.2
371,Quinoa,Grains,Ghaziabad,2023-03-24,1370.4,31.39,43016.86,OrganicValley,Retail,Spring,Stormy,5.7
372,Wheat Organic,Grains,Ghaziabad,2024-10-22,1303.0,44.28,57696.84,DairyBest,Retail,Winter,Rainy,7.0
373,Potatoes Sweet,Vegetables,Greater Noida,2025-06-19,382.6,35.12,13436.91,DairyBest,Restaurant,Summer,Windy,5.3
374,Quinoa,Grains,Noida,2025-03-02,962.1,39.92,38407.03,FarmFresh,Retail,Spring,Stormy,9.0
375,Peaches,Fruits,Noida,2024-04-27,114.6,54.57,6253.72,DairyBest,Retail,Autumn,Windy,8.1
376,Cheese Cheddar,Dairy,East Delhi,2023-09-14,455.1,87.57,39853.11,FreshFruits,Retail,Autumn,Windy,9.3
377,Corn White,Grains,East Delhi,2025-09-26,1940.8,69.24,111984.16,PremiumAgri,Export,Autumn,Foggy,8.2
378,Rice Basmati,Grains,Faridabad,2023-03-21,1228.4,40.752,41716.46,NatureHarvest,Export,Spring,Stormy,6.9
379,Blueberries,Fruits,Gurgaon,2023-08-20,299.8,75.53,22643.89,UrbanFarms,Retail,Spring,Sunny,8.9
380,Oats,Grains,Faridabad,2025-07-06,847.9,46.93,39791.95,OrganicValley,Retail,Monsoon,Windy,7.0
381,Cabbage,Vegetables,East Delhi,2024-10-21,592.7,28.46,16868.24,FarmFresh,Retail,Winter,Cloudy,9.2
382,Yogurt Plain,Dairy,West Delhi,2023-08-31,61.9,115.56,7153.16,FarmFresh,Institution,Spring,Rainy,10.0
383,Tomatoes Cherry,Vegetables,Faridabad,2023-10-18,152.6,27.96,4266.7,FreshFruits,Retail,Winter,Rainy,9.3
384,Barley,Grains,West Delhi,2025-09-05,1000.9,49.81,49854.83,GreenFields,Restaurant,Autumn,Sunny,6.2
385,Milk Almond,Dairy,North Delhi,2025-01-25,270.3,158.4,35679.6,GreenFields,Export,Summer,Foggy,5.4
386,Barley,Grains,North Delhi,2024-09-17,1430.6,45.408,54133.9,AgriCorp Ltd,Export,Autumn,Foggy,6.9
387,Tomatoes Fresh,Vegetables,Ghaziabad,2023-08-19,486.7,38.06,18523.8,AgriCorp Ltd,Retail,Spring,Sunny,5.4
388,Mangoes,Fruits,Central Delhi,2025-06-26,200.1,99.64,19937.96,OrganicValley,Institution,Summer,Stormy,5.3
389,Milk Almond,Dairy,East Delhi,2024-09-27,443.0,83.23,36870.89,OrganicValley,Restaurant,Autumn,Rainy,6.4
390,Barley,Grains,Gurgaon,2023-09-17,1617.7,44.47,71939.12,OrganicValley,Wholesale,Autumn,Sunny,8.8
391,Cheese Mozzarella,Dairy,North Delhi,2025-03-27,118.4,44.675999999999995,4408.03,SmartFarms,Export,Spring,Stormy,6.0
392,Cabbage,Vegetables,Central Delhi,2023-12-23,512.5,20.939999999999998,8943.12,NatureHarvest,Export,Monsoon,Rainy,5.6
393,Eggs Organic,Dairy,West Delhi,2023-01-03,399.7,80.95,32355.72,DairyBest,Retail,Summer,Rainy,8.9
394,Butter,Dairy,East Delhi,2025-04-27,438.0,83.52,36581.76,SmartFarms,Wholesale,Autumn,Cloudy,9.4
395,Rice Premium,Grains,Noida,2024-09-07,983.8,45.97,45225.29,NatureHarvest,Wholesale,Autumn,Foggy,8.9
396,Pineapple,Fruits,Gurgaon,2024-08-25,397.5,48.48,19270.8,DairyBest,Retail,Spring,Rainy,8.1
397,Oranges,Fruits,North Delhi,2023-10-21,135.9,62.87,8544.03,OrganicValley,Institution,Winter,Cloudy,9.6
398,Pineapple,Fruits,South Delhi,2025-08-13,281.9,104.868,24635.24,AgriCorp Ltd,Export,Spring,Windy,9.3
399,Broccoli,Vegetables,North Delhi,2024-06-28,680.9,39.66,27004.49,PremiumAgri,Institution,Summer,Sunny,8.6
400,Wheat Durum,Grains,Central Delhi,2025-05-21,1123.1,55.05,61826.65,FarmFresh,Institution,Winter,Foggy,7.3
401,Bananas,Fruits,Faridabad,2024-11-02,444.5,115.96799999999999,42956.48,FarmFresh,Export,Summer,Cloudy,9.4
402,Carrots,Vegetables,Central Delhi,2025-08-26,446.4,20.13,8986.03,GreenFields,Wholesale,Spring,Sunny,8.3
403,Plums,Fruits,West Delhi,2024-03-05,90.4,107.82,8122.44,SmartFarms,Export,Spring,Stormy,8.0
404,Raspberries,Fruits,Greater Noida,2024-10-13,291.4,52.488,12745.84,NatureHarvest,Export,Winter,Cloudy,8.0
405,Cauliflower,Vegetables,Central Delhi,2025-09-09,360.2,35.09,12639.42,FarmFresh,Retail,Autumn,Foggy,7.4
406,Oats,Grains,North Delhi,2025-02-03,1332.0,48.14,64122.48,DairyBest,Retail,Monsoon,Stormy,8.0
407,Yogurt Greek,Dairy,Faridabad,2024-09-05,49.2,69.49,3418.91,FreshFruits,Institution,Autumn,Stormy,8.7
408,Rice Premium,Grains,East Delhi,2023-12-10,1868.8,35.9,67089.92,DairyBest,Restaurant,Monsoon,Foggy,6.8
409,Carrots,Vegetables,Gurgaon,2025-12-15,357.7,40.74,12143.92,FarmFresh,Export,Monsoon,Sunny,5.8
410,Cheese Cheddar,Dairy,North Delhi,2025-03-19,348.0,53.784,15597.36,AgriCorp Ltd,Export,Spring,Stormy,8.3
411,Soybeans,Grains,South Delhi,2023-10-23,994.3,43.53,43281.88,PremiumAgri,Restaurant,Winter,Cloudy,6.7
412,Strawberries,Fruits,Greater Noida,2023-08-25,235.3,67.63,15913.34,FreshFruits,Institution,Spring,Cloudy,6.0
413,Milk Fresh,Dairy,Greater Noida,2025-01-25,296.6,92.93,27563.04,DairyBest,Retail,Summer,Stormy,6.4
414,Spinach,Vegetables,Faridabad,2023-02-08,108.9,33.62,3661.22,NatureHarvest,Restaurant,Monsoon,Windy,5.6
415,Cabbage,Vegetables,East Delhi,2023-05-15,561.1,16.72,9381.59,AgriCorp Ltd,Institution,Winter,Foggy,6.0
416,Corn White,Grains,Ghaziabad,2023-12-26,932.9,37.547999999999995,29190.44,AgriCorp Ltd,Export,Monsoon,Cloudy,9.2
417,Cream,Dairy,Noida,2025-07-12,297.3,32.43,9641.44,FreshFruits,Restaurant,Monsoon,Cloudy,7.0
418,Quinoa,Grains,Gurgaon,2024-03-06,536.3,40.91,21940.03,NatureHarvest,Retail,Spring,Cloudy,8.1
419,Spinach,Vegetables,West Delhi,2024-07-12,244.7,27.78,6797.77,FarmFresh,Restaurant,Monsoon,Rainy,9.8
420,Cream,Dairy,Greater Noida,2025-08-17,242.9,91.83,22305.51,SmartFarms,Wholesale,Spring,Windy,6.6
